thr,alpha,gate,taken_trades,total_pnl,max_drawdown,hit_rate,profit_factor
0.42500000000000004,2.0,0.01,212296,15674882.12741407,-112001.05699751526,0.844518973508686,33.11415540678579
0.42500000000000004,2.0,0.02,204982,15674760.384222269,-111968.45028977469,0.8534554253544213,33.11945417648443
0.42500000000000004,2.0,0.03,197817,15674169.960447524,-111968.45028977469,0.8647992841869,33.12289718473349
0.42500000000000004,2.0,0.05,184674,15671160.571262319,-111953.49145555682,0.8927840410669612,33.15012129033557
0.42500000000000004,3.0,0.0,218837,13964127.06860124,-85192.16064185463,0.8354345928704926,40.25226342886506
0.42500000000000004,3.0,0.005,215483,13964127.052796818,-85192.16064185463,0.8400616289916142,40.25226431355362
0.42500000000000004,3.0,0.01,212296,13964126.71337559,-85192.16064185463,0.844518973508686,40.252266417647114
0.42500000000000004,3.0,0.02,204982,13964123.262075903,-85191.51855095476,0.8534554253544213,40.25249298691337
0.42500000000000004,3.0,0.03,197817,13964097.454570003,-85191.51855095476,0.8647992841869,40.252769286160536
0.42500000000000004,3.0,0.05,184674,13963876.845324945,-85190.40984622203,0.8927840410669612,40.256302996252174
0.43,0.75,0.0,215483,19529428.735332645,-187671.38962193578,0.8400616289916142,22.89258757576002
0.43,0.75,0.005,212296,19527061.739351932,-187671.38962193578,0.844518973508686,22.894505617826212
0.43,0.75,0.01,208932,19524207.770363975,-184817.8580608964,0.8488647023912086,22.989158142275716
0.43,0.75,0.02,201295,19506251.433556087,-184796.98125858605,0.8583571375344643,23.057059972885938
0.43,0.75,0.03,194454,19480265.051642064,-184796.98125858605,0.871311466979337,23.11560766963934
0.43,0.75,0.05,181881,19403242.247994695,-184441.0444624275,0.8982686481820531,23.333480913263987
0.43,1.0,0.0,215483,18431344.773188658,-164342.8269081898,0.8400616289916142,25.147668972040933
0.43,1.0,0.005,212296,18430734.041956313,-164342.8269081898,0.844518973508686,25.148450371099017
0.43,1.0,0.01,208932,18429748.056598827,-163417.87267490104,0.8488647023912086,25.188796868477397
0.43,1.0,0.02,201295,18422441.788676202,-163410.3298911564,0.8583571375344643,25.22390384753049
0.43,1.0,0.03,194454,18410575.40628572,-163410.3298911564,0.871311466979337,25.259608611270743
0.43,1.0,0.05,181881,18370931.372690223,-163229.8745130375,0.8982686481820531,25.406108570943335
0.43,1.25,0.0,215483,17546596.586218104,-146542.06591414288,0.8400616289916142,27.309965205397972
0.43,1.25,0.005,212296,17546436.489782576,-146542.06591414288,0.844518973508686,27.31026178657287
0.43,1.25,0.01,208932,17546095.243557148,-146242.24395331182,0.8488647023912086,27.32695041144503
0.43,1.25,0.02,201295,17543116.63505763,-146239.52018890716,0.8583571375344643,27.344536008874293
0.43,1.25,0.03,194454,17537693.154823292,-146239.52018890716,0.871311466979337,27.365540921948405
0.43,1.25,0.05,181881,17517267.486597933,-146148.02986575477,0.8982686481820531,27.461087393381998
0.43,1.5,0.0,215483,16809098.443337075,-132353.75057308935,0.8400616289916142,29.39162410607031
0.43,1.5,0.005,212296,16809055.901450768,-132353.75057308935,0.844518973508686,29.391731811553495
0.43,1.5,0.01,208932,16808937.61151262,-132256.5627085343,0.8488647023912086,29.398476801953684
0.43,1.5,0.02,201295,16807721.043721035,-132255.5796887949,0.8583571375344643,29.40706496900957
0.43,1.5,0.03,194454,16805240.07108729,-132255.5796887949,0.871311466979337,29.419067997788662
0.43,1.5,0.05,181881,16794705.613438856,-132209.19341661409,0.8982686481820531,29.47981352700217
0.43,2.0,0.0,215483,15625768.552369235,-111062.46651476435,0.8400616289916142,33.339975635298984
0.43,2.0,0.005,212296,15625765.44249947,-111062.46651476435,0.844518973508686,33.33998871868543
0.43,2.0,0.01,208932,15625751.17259984,-111052.25419076718,0.8488647023912086,33.341036017346134
0.43,2.0,0.02,201295,15625547.158612683,-111052.126386974,0.8583571375344643,33.34296993381916
0.43,2.0,0.03,194454,15625026.62565929,-111052.126386974,0.871311466979337,33.346637272104786
0.43,2.0,0.05,181881,15622216.116858393,-111040.20168326236,0.8982686481820531,33.36975699421675
0.43,3.0,0.0,215483,13919360.429035228,-84492.8956719935,0.8400616289916142,40.50937606202709
0.43,3.0,0.005,212296,13919360.410495952,-84492.8956719935,0.844518973508686,40.509376223757926
0.43,3.0,0.01,208932,13919360.20045218,-84492.78289890662,0.8488647023912086,40.509398544871495
0.43,3.0,0.02,201295,13919354.353844643,-84492.78075740114,0.8583571375344643,40.50948325697972
0.43,3.0,0.03,194454,13919331.204745963,-84492.78075740114,0.871311466979337,40.509771111880355
0.43,3.0,0.05,181881,13919128.792536035,-84491.99243753217,0.8982686481820531,40.5126209686368
0.435,0.75,0.0,212296,19456796.761787947,-184573.78973411396,0.844518973508686,23.11127853275674
0.435,0.75,0.005,208932,19455470.551863097,-183698.20113429427,0.8488647023912086,23.145618938574163
0.435,0.75,0.01,204982,19451902.15356554,-183685.93103607744,0.8534554253544213,23.181208451192838
0.435,0.75,0.02,197817,19431382.781689968,-183685.93103607744,0.8647992841869,23.219024661885705
0.435,0.75,0.03,190773,19408801.690292474,-183685.93103607744,0.8801612387497183,23.264104640335084
0.435,0.75,0.05,179591,19323469.69316056,-183363.94730746746,0.9023670451191875,23.449789707248964
0.435,1.0,0.0,212296,18366748.655054115,-162469.7596134618,0.844518973508686,25.355406290374514
0.435,1.0,0.005,208932,18366374.546665225,-162278.14828936383,0.8488647023912086,25.36613985134455
0.435,1.0,0.01,204982,18365166.750048913,-162274.44482876733,0.8534554253544213,25.38192740042986
0.435,1.0,0.02,197817,18356931.753910653,-162274.44482876733,0.8647992841869,25.402644693583397
0.435,1.0,0.03,190773,18346583.222142242,-162274.44482876733,0.8801612387497183,25.430135216876796
0.435,1.0,0.05,179591,18302628.86879234,-162116.5665055327,0.9023670451191875,25.5535119093029
0.435,1.25,0.0,212296,17487816.508816604,-145175.64617012255,0.844518973508686,27.516764574281545
0.435,1.25,0.005,208932,17487710.465325877,-145133.70331837237,0.8488647023912086,27.520094894675868
0.435,1.25,0.01,204982,17487300.395514682,-145132.58799141087,0.8534554253544213,27.526884279676466
0.435,1.25,0.02,197817,17483987.088078007,-145132.58799141087,0.8647992841869,27.537811981435418
